design,left,right,metric,median_difference,lower_95,upper_95,interval_includes_zero
variant,exact_indicator_baseline,rule_baseline,false_positive_rate,-1.0,-1.0,-1.0,False
variant,exact_indicator_baseline,rule_baseline,balanced_accuracy,0.0,0.0,0.0,True
variant,exact_indicator_baseline,telemetry_only-logistic_regression,mcc,-1.0,-1.0,-1.0,False
variant,exact_indicator_baseline,telemetry_only-logistic_regression,recall,-1.0,-1.0,-1.0,False
variant,exact_indicator_baseline,telemetry_only-logistic_regression,false_positive_rate,0.0,0.0,0.0,True
variant,exact_indicator_baseline,telemetry_only-logistic_regression,balanced_accuracy,-0.5,-0.5,-0.5,False
variant,exact_indicator_baseline,telemetry_only-random_forest,mcc,-0.8944271909999159,-1.0,-0.7071067811865475,False
variant,exact_indicator_baseline,telemetry_only-random_forest,recall,-1.0,-1.0,-1.0,False
variant,exact_indicator_baseline,telemetry_only-random_forest,false_positive_rate,-0.1111111111111111,-0.3333333333333333,0.0,True
variant,exact_indicator_baseline,telemetry_only-random_forest,balanced_accuracy,-0.4444444444444444,-0.5,-0.33333333333333326,False
variant,exact_indicator_baseline,telemetry_only-xgboost,mcc,-0.3535533905932738,-0.6201736729460423,0.0,True
variant,exact_indicator_baseline,telemetry_only-xgboost,recall,-1.0,-1.0,-1.0,False
variant,exact_indicator_baseline,telemetry_only-xgboost,false_positive_rate,-0.7777777777777778,-1.0,-0.4444444444444444,False
variant,exact_indicator_baseline,telemetry_only-xgboost,balanced_accuracy,-0.11111111111111116,-0.2777777777777778,0.0,True
variant,hybrid-logistic_regression,hybrid-random_forest,mcc,0.29289321881345254,0.10557280900008414,0.4654775161751512,False
variant,hybrid-logistic_regression,hybrid-random_forest,recall,0.0,0.0,0.0,True
variant,hybrid-logistic_regression,hybrid-random_forest,false_positive_rate,-0.3333333333333333,-0.5555555555555556,-0.1111111111111111,False
variant,hybrid-logistic_regression,hybrid-random_forest,balanced_accuracy,0.16666666666666674,0.05555555555555558,0.2777777777777778,False
variant,hybrid-logistic_regression,hybrid-xgboost,mcc,0.6464466094067263,0.4654775161751512,1.0,False
variant,hybrid-logistic_regression,hybrid-xgboost,recall,0.0,0.0,0.0,True
variant,hybrid-logistic_regression,hybrid-xgboost,false_positive_rate,-0.7777777777777778,-1.0,-0.5555555555555556,False
variant,hybrid-logistic_regression,hybrid-xgboost,balanced_accuracy,0.38888888888888884,0.2777777777777778,0.5,False
variant,hybrid-logistic_regression,rule_baseline,mcc,1.0,1.0,1.0,False
variant,hybrid-logistic_regression,rule_baseline,recall,0.0,0.0,0.0,True
variant,hybrid-logistic_regression,rule_baseline,false_positive_rate,-1.0,-1.0,-1.0,False
variant,hybrid-logistic_regression,rule_baseline,balanced_accuracy,0.5,0.5,0.5,False
variant,hybrid-logistic_regression,telemetry_only-logistic_regression,mcc,0.0,0.0,0.0,True
variant,hybrid-logistic_regression,telemetry_only-logistic_regression,recall,0.0,0.0,0.0,True
variant,hybrid-logistic_regression,telemetry_only-logistic_regression,false_positive_rate,0.0,0.0,0.0,True
variant,hybrid-logistic_regression,telemetry_only-logistic_regression,balanced_accuracy,0.0,0.0,0.0,True
variant,hybrid-logistic_regression,telemetry_only-random_forest,mcc,0.10557280900008414,0.0,0.29289321881345254,True
variant,hybrid-logistic_regression,telemetry_only-random_forest,recall,0.0,0.0,0.0,True
variant,hybrid-logistic_regression,telemetry_only-random_forest,false_positive_rate,-0.1111111111111111,-0.3333333333333333,0.0,True
variant,hybrid-logistic_regression,telemetry_only-random_forest,balanced_accuracy,0.05555555555555558,0.0,0.16666666666666674,True
variant,hybrid-logistic_regression,telemetry_only-xgboost,mcc,0.6464466094067263,0.3798263270539577,1.0,False
variant,hybrid-logistic_regression,telemetry_only-xgboost,recall,0.0,0.0,0.0,True
variant,hybrid-logistic_regression,telemetry_only-xgboost,false_positive_rate,-0.7777777777777778,-1.0,-0.4444444444444444,False
variant,hybrid-logistic_regression,telemetry_only-xgboost,balanced_accuracy,0.38888888888888884,0.2222222222222222,0.5,False
variant,hybrid-random_forest,hybrid-xgboost,mcc,0.35990470717506706,0.09366020490668414,0.7584708664700123,False
variant,hybrid-random_forest,hybrid-xgboost,recall,0.0,0.0,0.0,True
variant,hybrid-random_forest,hybrid-xgboost,false_positive_rate,-0.4444444444444444,-0.7777777777777778,-0.11111111111111116,False
variant,hybrid-random_forest,hybrid-xgboost,balanced_accuracy,0.2222222222222222,0.05555555555555558,0.38888888888888884,False
variant,hybrid-random_forest,rule_baseline,mcc,0.7071067811865475,0.4472135954999579,0.8944271909999159,False
variant,hybrid-random_forest,rule_baseline,recall,0.0,0.0,0.0,True
variant,hybrid-random_forest,rule_baseline,false_positive_rate,-0.6666666666666667,-0.8888888888888888,-0.33333333333333337,False
variant,hybrid-random_forest,rule_baseline,balanced_accuracy,0.33333333333333326,0.16666666666666663,0.4444444444444444,False
variant,hybrid-random_forest,telemetry_only-logistic_regression,mcc,-0.29289321881345254,-0.5527864045000421,-0.10557280900008414,False
variant,hybrid-random_forest,telemetry_only-logistic_regression,recall,0.0,0.0,0.0,True
variant,hybrid-random_forest,telemetry_only-logistic_regression,false_positive_rate,0.3333333333333333,0.1111111111111111,0.6666666666666666,False
variant,hybrid-random_forest,telemetry_only-logistic_regression,balanced_accuracy,-0.16666666666666674,-0.33333333333333337,-0.05555555555555558,False
variant,hybrid-random_forest,telemetry_only-random_forest,mcc,-0.1873204098133684,-0.4654775161751512,0.10761649902041671,True
variant,hybrid-random_forest,telemetry_only-random_forest,recall,0.0,0.0,0.0,True
variant,hybrid-random_forest,telemetry_only-random_forest,false_positive_rate,0.2222222222222222,-0.11388888888888882,0.5555555555555556,True
variant,hybrid-random_forest,telemetry_only-random_forest,balanced_accuracy,-0.11111111111111116,-0.2777777777777778,0.05694444444444478,True
variant,hybrid-random_forest,telemetry_only-xgboost,mcc,0.3535533905932737,0.17104513406657976,0.7071067811865475,False
variant,hybrid-random_forest,telemetry_only-xgboost,recall,0.0,0.0,0.0,True
variant,hybrid-random_forest,telemetry_only-xgboost,false_positive_rate,-0.4444444444444444,-0.7777777777777777,-0.11111111111111116,False
variant,hybrid-random_forest,telemetry_only-xgboost,balanced_accuracy,0.2222222222222221,0.05555555555555558,0.38888888888888884,False
variant,hybrid-xgboost,rule_baseline,mcc,0.3535533905932738,0.0,0.5345224838248488,True
variant,hybrid-xgboost,rule_baseline,recall,0.0,0.0,0.0,True
variant,hybrid-xgboost,rule_baseline,false_positive_rate,-0.2222222222222222,-0.4444444444444444,0.0,True
variant,hybrid-xgboost,rule_baseline,balanced_accuracy,0.11111111111111116,0.0,0.2222222222222222,True
variant,hybrid-xgboost,telemetry_only-logistic_regression,mcc,-0.6464466094067263,-1.0,-0.3798263270539577,False
variant,hybrid-xgboost,telemetry_only-logistic_regression,recall,0.0,0.0,0.0,True
variant,hybrid-xgboost,telemetry_only-logistic_regression,false_positive_rate,0.7777777777777778,0.4444444444444444,1.0,False
variant,hybrid-xgboost,telemetry_only-logistic_regression,balanced_accuracy,-0.38888888888888884,-0.5,-0.2222222222222222,False
variant,hybrid-xgboost,telemetry_only-random_forest,mcc,-0.5527864045000421,-0.8944271909999159,-0.2665348140787647,False
variant,hybrid-xgboost,telemetry_only-random_forest,recall,0.0,0.0,0.0,True
variant,hybrid-xgboost,telemetry_only-random_forest,false_positive_rate,0.6666666666666667,0.33333333333333337,0.8888888888888888,False
variant,hybrid-xgboost,telemetry_only-random_forest,balanced_accuracy,-0.33333333333333326,-0.4444444444444444,-0.16666666666666663,False
variant,hybrid-xgboost,telemetry_only-xgboost,mcc,0.0,0.0,0.0,True
variant,hybrid-xgboost,telemetry_only-xgboost,recall,0.0,0.0,0.0,True
variant,hybrid-xgboost,telemetry_only-xgboost,false_positive_rate,0.0,0.0,0.0,True
variant,hybrid-xgboost,telemetry_only-xgboost,balanced_accuracy,0.0,0.0,0.0,True
variant,rule_baseline,telemetry_only-logistic_regression,mcc,-1.0,-1.0,-1.0,False
variant,rule_baseline,telemetry_only-logistic_regression,recall,0.0,0.0,0.0,True
variant,rule_baseline,telemetry_only-logistic_regression,false_positive_rate,1.0,1.0,1.0,False
variant,rule_baseline,telemetry_only-logistic_regression,balanced_accuracy,-0.5,-0.5,-0.5,False
variant,rule_baseline,telemetry_only-random_forest,mcc,-0.8944271909999159,-1.0,-0.7071067811865475,False
variant,rule_baseline,telemetry_only-random_forest,recall,0.0,0.0,0.0,True
variant,rule_baseline,telemetry_only-random_forest,false_positive_rate,0.8888888888888888,0.6666666666666667,1.0,False
variant,rule_baseline,telemetry_only-random_forest,balanced_accuracy,-0.4444444444444444,-0.5,-0.33333333333333326,False
variant,rule_baseline,telemetry_only-xgboost,mcc,-0.3535533905932738,-0.5366637635528786,0.0,True
variant,rule_baseline,telemetry_only-xgboost,recall,0.0,0.0,0.0,True
variant,rule_baseline,telemetry_only-xgboost,false_positive_rate,0.2222222222222222,0.0,0.44722222222222285,True
variant,rule_baseline,telemetry_only-xgboost,balanced_accuracy,-0.11111111111111116,-0.22361111111111107,0.0,True
variant,telemetry_only-logistic_regression,telemetry_only-random_forest,mcc,0.10557280900008414,0.0,0.3798263270539577,True
variant,telemetry_only-logistic_regression,telemetry_only-random_forest,recall,0.0,0.0,0.0,True
variant,telemetry_only-logistic_regression,telemetry_only-random_forest,false_positive_rate,-0.1111111111111111,-0.4444444444444444,0.0,True
variant,telemetry_only-logistic_regression,telemetry_only-random_forest,balanced_accuracy,0.05555555555555558,0.0,0.2222222222222222,True
variant,telemetry_only-logistic_regression,telemetry_only-xgboost,mcc,0.6464466094067263,0.4654775161751512,1.0,False
variant,telemetry_only-logistic_regression,telemetry_only-xgboost,recall,0.0,0.0,0.0,True
variant,telemetry_only-logistic_regression,telemetry_only-xgboost,false_positive_rate,-0.7777777777777778,-1.0,-0.5555555555555556,False
variant,telemetry_only-logistic_regression,telemetry_only-xgboost,balanced_accuracy,0.38888888888888884,0.2777777777777778,0.5,False
variant,telemetry_only-random_forest,telemetry_only-xgboost,mcc,0.5527864045000421,0.2631188422499661,0.8970665112249185,False
variant,telemetry_only-random_forest,telemetry_only-xgboost,recall,0.0,0.0,0.0,True
variant,telemetry_only-random_forest,telemetry_only-xgboost,false_positive_rate,-0.6666666666666667,-0.8916666666666666,-0.3333333333333333,False
variant,telemetry_only-random_forest,telemetry_only-xgboost,balanced_accuracy,0.33333333333333326,0.16666666666666663,0.44583333333333364,False
